QUOTE,AUTHOR,GENRE
I've convinced myself - I hope I'm right - that children despair of you if you don't tell them the truth.,Maurice Sendak,hope
"If we have any hope of finding ways for seven billion people to live well on planet with finite resources, we have to learn to use our resources efficiently. Plastic bags are neither efficient nor environmentally friendly.",David Suzuki,hope
One must not hope to be more than one can be.,Nicolas Chamfort,hope
Some people think I'm a total moron and I would hope most people think I'm very good at what I do.,Dan Abrams,hope
I still believe in a place called Hope.,William J. Clinton,hope
"I hope Obama gets scary in the next four years, 'cuz he ain't gotta worry about getting re-elected.",Samuel L. Jackson,hope
"From faith, hope, and love, the virtues of religion referring to God, there arises a double act which bears on the spiritual communion exercised between God and us the hearing of the word and prayer.",William Ames,hope
"Even a purely moral act that has no hope of any immediate and visible political effect can gradually and indirectly, over time, gain in political significance.",Vaclav Havel,hope
The Middle East is hopeful. There's hope there.,Joe Biden,hope
"I do protect human rights, and I hope I shall always be looked up as a champion of human rights.",Aung San Suu Kyi,hope
"Religion kept some of my relatives alive, because it was all they had. If they hadn't had some hope of heaven, some companionship in Jesus, they probably would have committed suicide, their lives were so hellish.",Octavia Butler,hope
All we can hope for is that the thing is going to slowly and imperceptibly shift. All I can say is that 50 years ago there were no such thing as environmental policies.,David Attenborough,hope
"I had a huge advantage when I started 50 years ago - my job was secure. I didn't have to promote myself. These days there's far more pressure to make a mark, so the temptation is to make adventure television or personality shows. I hope the more didactic approach won't be lost.",David Attenborough,hope
"The climate, the economic situation, rising birth rates none of these things give me a lot of hope or reason to be optimistic.",David Attenborough,hope
"My fondest hope is that 'Roots' may start black, white, brown, red, yellow people digging back for their own roots. Man, that would make me feel 90 feet tall.",Alex Haley,hope
Being a star has made it possible for me to get insulted in places where the average Negro could never hope to go and get insulted.,"Sammy Davis, Jr.",hope
There is nothing that fear and hope does not permit men to do.,Luc de Clapiers,hope
"I just sort of take it from a character perspective, and I don't know if he was necessarily spiritual, but I do think he had hope. He was a character that was comfortable having hope in his life, and hope is faith.",Ryan Gosling,hope
Creativity comes from trust. Trust your instincts. And never hope more than you work.,Rita Mae Brown,hope
"There is something uniquely depressing about the fact that the National Portrait Gallery's version of the Barack Obama 'Hope' poster previously belonged to a pair of lobbyists. Depressing because Mr. Obama's Washington was not supposed to be the lobbyists' Washington, the place we learned to despise during the last administration.",Thomas Frank,hope
"I mean, I get letters in the mail because I had a heart defect when I was one, I had surgeries and stuff. And so you get these letters in the mail that just, they are crazy, they are just like, yes, well our son is dealing with the same thing and we saw you on TV and I mean it is such a cool thing to inspire and kind of give hope.",Shaun White,hope
"In our recovery package we put new standards of accountability and transparency, which we hope will now apply.",Nancy Pelosi,hope
"I hope that what it comes down to at the end of the day is that people believe that I believe what I'm singing. It comes down to being believable. You don't have to be likeable generally, though, I think I am.",John Mayer,hope
"Hope is the most exciting thing in life and if you honestly believe that love is out there, it will come. And even if it doesn't come straight away there is still that chance all through your life that it will.",Josh Hartnett,hope
"The hope of Internet anarchists was that repressive governments would have only two options: accept the Internet with its limitless possibilities of spreading information, or restrict Internet access to the ruling elite and turn your back on the 21st century, as North Korea has done.",Peter Singer,hope
"I think you grow wherever God plants you. I hope I'm growing as a person of faith, as a Christian. That should be our number one objective this journey of life. That all starts with a personal intimate relationship with Christ and then being in prayer every single day about all of those things - being tenacious about it.",J. C. Watts,hope
"I mean, why am I considered an 'it girl?' Because I'm in a lot of movies right now or am on the covers of magazines? I just hope there is something solid behind that. Because here's the thing with 'it girl' status. It's great and amazing that anybody is saying that at all. But how long does that last?",Amanda Seyfried,hope
"At a time of such hope and optimism in the Middle East, we cannot let the Libyan government violate every principle of international law and human rights with impunity.",William Hague,hope
We hope that the long darkness through which the Burmese people have lived may now be coming to an end.,William Hague,hope
We hope the world will act in the spirit of enlightened self-interest.,Atal Bihari Vajpayee,hope
"A poor man with nothing in his belly needs hope, illusion, more than bread.",Georges Bernanos,hope
"If the skies fall, one may hope to catch larks.",Francois Rabelais,hope
"On what rests the hope of the republic? One country, one language, one flag!",Alexander Henry,hope
"What is music anyway? It's a form of communication, and that's why I play the kind of music that I think - that I hope - can communicate with people.",Kenny G,hope
"See, my hope and dream is that people have a good time watching basketball. It's not church. It's not serious.",Charles Barkley,hope
"For me, Barack Obama's election was a milestone of the most extraordinary kind. On the day he was elected I felt such hope in my heart. I thought we were seeing the beginning of a new era of equal opportunity across race and gender such as America had never known before.",Jesse Jackson,hope
"My hope is that 10 years from now, after I've been across the street at work for a while, they'll all be glad they gave me that wonderful vote.",Sandra Day O'Connor,hope
"I don't think I'm a great songwriter, but I think I've learned a lot about it, and I don't think there's any one way to do it. I don't think I can control it at all. I can just kind of hope that it happens.",Norah Jones,hope
I hope there are some audiophiles still out there.,Norah Jones,hope
"You always hear people saying, 'I hope I'm not turning into my dad', but I'd be honoured if I became half as decent a bloke as he is.",Johnny Vegas,hope
"Before you give up hope, turn back and read the attacks that were made on Lincoln.",Bruce Barton,hope
"My hope was that organizations would start including this range of skills in their training programs - in other words, offer an adult education in social and emotional intelligence.",Daniel Goleman,hope
I hope I live long enough to see every hungry school child in the world being fed under the so-called McGovern-Dole program.,George McGovern,hope
"I hope someday we will be able to proclaim that we have banished hunger in the United States, and that we've been able to bring nutrition and health to the whole world.",George McGovern,hope
"I hope that as the Senate and American people learn more about me, they will see that I am an ordinary person who has been blessed with extraordinary opportunities and experiences.",Sonia Sotomayor,hope
The only way of knowing a person is to love them without hope.,Walter Benjamin,hope
"My contribution I hope is to get people to eat full-flavored food. If I could come away with that alone, that would be a fantastic accomplishment. I'm also very proud of being a very American chef.",Bobby Flay,hope
I think it's a mistake to ever look for hope outside of one's self.,Arthur Miller,hope
Hope can be the most wonderful thing in the world or it can crush your heart like an eggshell.,Harlan Coben,hope
"I am very lucky that I get to tell stories for a living. I love being able to grab people's attention, to keep them turning the pages, to make them stay awake all night. I want to stir the pulse, yes, but also to stir the heart. I hope 'The Woods' does that.",Harlan Coben,hope
I hope in my lifetime we can all continue to laugh at ourselves and not put down anyone for what they weigh.,Richard Simmons,hope
"I feel like a lot of the female relationships I see on TV or in movies are in some way free of the kind of jealousy and anxiety and posturing that has been such a huge part of my female friendships, which I hope lessens a little bit with age.",Lena Dunham,hope
Hope is independent of the apparatus of logic.,Norman Cousins,hope
"With optimism, you look upon the sunny side of things. People say, 'Studs, you're an optimist.' I never said I was an optimist. I have hope because what's the alternative to hope? Despair? If you have despair, you might as well put your head in the oven.",Studs Terkel,hope
"We are biological creatures. We are born, we live, we die. There is no transcendent purpose to existence. At best we are creatures of reason, and by using reason we can cure ourselves of emotional excess. Purged of both hope and fear, we find courage in the face of helplessness, insignificance and uncertainty.",Jonathan Sacks,hope
I am inclined to attach some importance to the new system of manufacturing and venture to throw it out with the hope of its receiving a full discussion among those who are most interestedin the subject.,Charles Babbage,hope
"Right now a lot of people are still choosing to go to Toronto instead of shooting in New York City, something I haven't done and something I hope I'll never have to do.",Spike Lee,hope
"I don't think I'm a total pessimist, so I think you can find hope in all my films.",Spike Lee,hope
"We hope that, when the insects take over the world, they will remember with gratitude how we took them along on all our picnics.",Bill Vaughan,hope
Oh man. If I had magic powers... I would hope that I would use them for good. I think I would. But I would do something pretty trivial like making traffic disappear.,Nick Stahl,hope
"When you put something out there into the world, there's all these words you don't want to hear, that you hope people don't say. I don't like anything that starts with 're' - like retro, reinvent, recreate - I hate that. It's always like living in the past - copying, emulating.",Jack White,hope
"Her beauty didn't do her any good and she couldn't use it in any positive way or manipulative way. I just hope that people will look and see and believe in that hope of love, that hope of freedom, even if it was just for a limited time.",Diane Kruger,hope
"I hope my music sets up the platform for me to be able to do lots of things - to have a cowboy-boot line, maybe, or do a perfume or makeup deal.",Miranda Lambert,hope
"Logic is one thing, the human animal another. You can quite easily propose a logical solution to something and at the same time hope in your heart of hearts it won't work out.",Luigi Pirandello,hope
"On August 28, 2010, Fox News messiah Glenn Beck hosted a 'Restoring Honor' revival meeting featuring sexy guest star Sarah Palin, much as Bob Hope would roll out Raquel Welch in white go-go boots on his U.S.O. tours to give our fighting men a morale lift in their khakis.",James Wolcott,hope
"I, for one, hope that youth will again revolt and again demoralize the dead weight of conformity that now lies upon us.",Howard Mumford Jones,hope
"There will always be a place for us somewhere, somehow, as long as we see to it that working people fight for everything they have, everything they hope to get, for dignity, equality, democracy, to oppose war and to bring to the world a better life.",Harry Bridges,hope
"I try to make my life about service, and hope that one day we can all 'see' a little better because God is with everyone and everywhere.",Russell Simmons,hope
"I try to give people hope. Even though life is bleak, there's hope out there.",Danielle Steel,hope
"My dear sister, I hope, when God Almighty in his righteous providence shall take me out of time into eternity, that it will be by a flash of lightning.",James Otis,hope
"For all their current prestige, Osama bin Laden and the suicide bombers are still regarded in all but the most desperate districts of Gaza or Peshawar as romantics with little chance of more than symbolic victories, however bloody and brutal. That gives both the Middle East and the West a small and distant hope of security.",James Buchan,hope
"There are no greater treasures than the highest human qualities such as compassion, courage and hope. Not even tragic accident or disaster can destroy such treasures of the heart.",Daisaku Ikeda,hope
"When one takes action for others, one's own suffering is transformed into the energy that can keep one moving forward a light of hope illuminating a new tomorrow for oneself and others is kindled.",Daisaku Ikeda,hope
"The worst enemy of human hope is not brute facts, but men of brains who will not face them.",Max Eastman,hope
I have been reading Stephen King since CARRIE and hope to read him for many years to come.,Dean Koontz,hope
"The hope of the nation which throughout the nineteenth century had not for a moment reconciled itself with the loss of independence, and fighting for its own freedom, fought at the same time for the freedom of other nations.",Lech Walesa,hope
I hope to work harder than ever to help people around the world.,Lech Walesa,hope
"Hope is like a road in the country there was never a road, but when many people walk on it, the road comes into existence.",Lin Yutang,hope
"You say that your hope is in God, and he will, I am sure, stand by you. But you must not forget that you have been given worldly means to use and employ against human arrogance and wrong it is necessary to see such things with a broad mind in order to oppose them.",Knute Nelson,hope
One thing that being a scientist has taught me is that you can never be certain about anything. You never know the truth. You can only approach it and hope to get a bit nearer to it each time. You iterate towards the truth. You don't know it.,James Lovelock,hope
"If the character is true, the movie will fall into place. Or at least that's what you hope.",Ryan Gosling,hope
"For now, I'm just going to keep doing the work and hope I don't get fired. If people want to put me up on their walls, I'll love it.",Ryan Gosling,hope
"Many will view the compromises that will be made during your negotiations as painful concessions. But why not view them as peace offerings, ones that will provide in return the priceless gifts of hope, security and freedom for our children and our children's?",King Abdullah II,hope
"Pity the selfishness of lovers: it is brief, a forlorn hope it is impossible.",Elizabeth Bowen,hope
"Today, one year after their divorce, Pamela and Tommy Lee announced they're getting back together. You know what that means? There's still hope for Ike and Tina Turner.",Jay Leno,hope
"I don't consider myself to be a major talent, so the only solace I can take is to hope I'm growing.",Paul Simon,hope
They have a kind of Bob Hope and Bing Crosby thing going on.,Christopher Walken,hope
One of the greatest delusions in the world is the hope that the evils in this world are to be cured by legislation.,Thomas Reed,hope
"I've flown across America, I've scaled fences, I've stood under windows and gone out of my way hundreds of times. I'm a hopeless romantic. There's no hope for me.",Joel Madden,hope
"Do you force your kids to pay attention to what's going on, or do you let them live their lives outside of it? My hope is that my child is a strong activist. That would make me most proud.",Eddie Vedder,hope
My hope is that people will be repulsed by the character's complete lack of ethics and obsession with consumerism - that's what I was saying about the difference between the character's message and the film's message.,Christian Bale,hope
"I hope to inspire people, influence people.",Ashley Tisdale,hope
There is nothing so well known as that we should not expect something for nothing - but we all do and call it Hope.,E. W. Howe,hope
Loss of hope rather than loss of life is what decides the issues of war. But helplessness induces hopelessness.,B. H. Liddell Hart,hope
"What I hope in my ideal world is that with each project, I'll either get to work with a really great script that would force me to grow, or work with a really great actor who will make me better.",Laura Linney,hope
I hope that anyone I worked with wouldn't exploit our relationship.,Laura Linney,hope
Most people like to read about intrigue and spies. I hope to provide a metaphor for the average reader's daily life. Most of us live in a slightly conspiratorial relationship with our employer and perhaps with our marriage.,John le Carre,hope
I don't want to make films that give you the answer. If there is a message to my films - and I hope there isn't - it's to be open-minded.,Jason Reitman,hope
"When you're young, you want to make every kind of film: musicals, Westerns, horror. Slowly you begin to hear your own voice. I hope people receive what I do as small, personal films that are somewhat contrarian about their main characters.",Jason Reitman,hope
"So, influenced by these advisors and this hope, I have at length allowed my friends to publish the work, as they had long besought me to do.",Nicolaus Copernicus,hope
"As a black man, my hope is that I can touch more and more people all over the world of different races and different colours.",LL Cool J,hope
I hope you will no longer accuse me of a lack of delicacy. as I now count on your understanding.,Gustav Mahler,hope
"As great scientists have said and as all children know, it is above all by the imagination that we achieve perception, and compassion, and hope.",Ursula K. Le Guin,hope
"Together we can make a world where cancer no longer means living with fear, without hope, or worse.",Patrick Swayze,hope
This AIDS stuff is pretty scary. I hope I don't get it.,Robert Mapplethorpe,hope
I just hope I can live long enough to see the fame.,Robert Mapplethorpe,hope
"For a person who promised hope and civility in politics, Mr. Obama has shown a borderline obsessiveness in blaming Mr. Bush.",Karl Rove,hope
"When it's said and done, the one thing I want to leave on this earth is hope. I have felt hopelessness, and it's a terrible feeling. Hopelessness will destroy you. I want to bring hope to other people.",Paula Deen,hope
My hope is that I will take the good from my experiences and extrapolate them further into areas with which I am unfamiliar. I simply do not know exactly what that difference will be in my judging. But I accept there will be some based on my gender and my Latina heritage.,Sonia Sotomayor,hope
"I've tried to handle winning well, so that maybe we'll win again, but I've also tried to handle failure well. If those serve as good examples for teachers and kids, then I hope that would be a contribution I have made to sport. Not just basketball, but to sport.",Mike Krzyzewski,hope
To eat bread without hope is still slowly to starve to death.,Pearl S. Buck,hope
"Change is not a destination, just as hope is not a strategy.",Rudy Giuliani,hope
I think they'd rather us follow our hearts and I hope that's what some people will understand.,Fred Durst,hope
"Americans appreciate the way our friends around the world are sticking by us, and we all hope for their continued support in what's going to be some very trying times.",Joe Lando,hope
Hope is the feeling that the feeling you have isn't permanent.,Jean Kerr,hope
You don't seem to realize that a poor person who is unhappy is in a better position than a rich person who is unhappy. Because the poor person has hope. He thinks money would help.,Jean Kerr,hope
"There's always hope. You can lose everything else in the world, but Jews never lose hope.",Jonathan Sacks,hope
That's what's nice about directing a film and having it done: There's nothing more I can do about it. It's done. That's it. All I can do is let it go and hope that people are kind to it.,Tom Hanks,hope
"When I was teaching in the 1960s in Boston, there was a great deal of hope in the air. Martin Luther King Jr. was alive, Malcolm X was alive great, great leaders were emerging from the southern freedom movement.",Jonathan Kozol,hope
"The contrasts between what is spent today to educate a child in the poorest New York City neighborhoods, where teacher salaries are often even lower than the city averages, and spending levels in the wealthiest suburban areas are daunting challenges to any hope New Yorkers might retain that even semblances of fairness still prevail.",Jonathan Kozol,hope
"If we all worked on the assumption that what is accepted as true is really true, there would be little hope of advance.",Orville Wright,hope
I don't want to hope anymore. I don't think we should hope anymore. We hoped enough. Now we have to do. We all have to do now.,will.i.am,hope
The poor prey on one another because their lives offer no hope and communicate the tragic message to these human beings that they have no possibility to attain a decent standard of living.,Thabo Mbeki,hope
I never make a movie for awards consideration. I will use the hope of getting an Academy Award a) to honor the people who work so hard and also b) it's the greatest Good Housekeeping seal in the world. It's the greatest brand. It's as good as Louis Vuitton and Dior in the world of moviemaking. It's the Super Bowl.,Harvey Weinstein,hope
I hope to continue my friendship with France and its filmmakers for many years to come.,Harvey Weinstein,hope
I would hope that understanding and reconciliation are not limited to the 19th hole alone.,Gerald R. Ford,hope
The great hope of society is in individual character.,William Ellery Channing,hope
"I kind of call myself an atheist, I suppose - although quite a spiritual atheist, I hope.",Danny Boyle,hope
In between films I like to travel and hope to visit every continent before I become a mother.,Diane Kruger,hope
"I hope I left behind a legacy that people will enjoy. But whatever they want to say, I can't predict.",Robert Duvall,hope
Bottom up thinkers try to start from experience and move from experience to understanding. They don't start with certain general principles they think beforehand are likely to be true they just hope to find out what reality is like.,John Polkinghorne,hope
I don't know how many good books I still have in me I hope there are another four or five.,Haruki Murakami,hope
I hope I never get so hard up I have to do advertisements. I've gotten ridiculous offers.,Tracey Ullman,hope
"To my utter despair I have discovered, and discover every day anew, that there is in the masses no revolutionary idea or hope or passion.",Mikhail Bakunin,hope
"It has never been, and never will be easy work! But the road that is built in hope is more pleasant to the traveler than the road built in despair, even though they both lead to the same destination.",Marion Zimmer Bradley,hope
"You never know what movie I will be in next, but let's just hope it's sells (for my sake at least)!",Cameron Diaz,hope
"What can you do if a part of it is uphill? You can't work out another route. You've just got to run the one they give you. But they tell me London is a nice course. Even the cobbles, I hope, are not very much of a problem for me.",Haile Gebrselassie,hope
"Nothing you write, if you hope to be good, will ever come out as you first hoped.",Lillian Hellman,hope
"We will have to give up the hope that, if we try hard, we somehow will always do right by our children. The connection is imperfect. We will sometimes do wrong.",Judith Viorst,hope
"There is no hope even that woman, with her right to vote, will ever purify politics.",Emma Goldman,hope
I think by now I have made it fairly clear that I am not very happy with the word hope. I don't believe in people just hoping.,Aung San Suu Kyi,hope
"My opinion is the greatest reward that any government could get is the approval of the people. If the people are happy and the people are at peace and the government has done something for them, that's the greatest reward I think any government could hope for.",Aung San Suu Kyi,hope
To communicate the truths of history is an act of hope for the future.,Daisaku Ikeda,hope
"There are a lot of movies I'd like to throw away. That's not to say that I went in with that attitude. Any film I ever started, I went in with all the hope and best intentions in the world, but some films just don't work.",Kiefer Sutherland,hope
"The other day I got a text from a boy, but it wasn't hot. I mean, if you're going to text me every day, you haven't seen me for months and you're trying to seduce me, you'd better spice up that text and make it more exciting than 'How was your day? I hope you're having a beautiful one.' Sadly, I haven't been doing a lot of kissing lately.",Chloe Sevigny,hope
"I hope that through my example, such as my role on 'The West Wing,' I can help change attitudes on deafness and prove we can really do everything... except hear.",Marlee Matlin,hope
"I hope I'm not a tourist attraction - I'm sure that they come here really because St. Andrews is just amazing, a beautiful place.",Prince William,hope
"I have learned from my experiences in this industry that there is absolutely no way to control people's opinions on your performance in your movie. You go out there, promote your film and hope people like the work you did.",Leonardo DiCaprio,hope
I love Bono. I really respect what he has done for Africa and how he has used his fame to do good in the world. I hope I can do half as much in my life.,Alicia Keys,hope
"Over the past few years, the road to confrontation has shown its consequences: loss of innocent lives, destruction and fear. Most costly, however, was the loss of hope. The most precious gift that you can present to your peoples over the coming weeks is renewed hope born out of tangible progress on the ground.",King Abdullah II,hope
"Is Israel going to continue to be 'Fortress Israel'? Or, as we all hope, become accepted into the neighborhood, which I believe is the only way we can move forward in harmony.",King Abdullah II,hope
I hope that none of the countries in the Middle East are planning anything but the peaceful utilization of nuclear energy.,King Abdullah II,hope
At the end of the day we want to bring stability and hope to Iraq. That's the only way to defeat terrorism.,King Abdullah II,hope
We have to always hope in humanity that people will make the right choices.,King Abdullah II,hope
"You have to trust your kids. They have to experience life, and you just hope you've provided them a foundation for what's right and what isn't.",Jack Nicklaus,hope
"I am not afraid of dying. I have lived longer than most people in the world. What scares me is to have a body that works but a brain that is waving goodbye. If that happens, I hope I die quickly.",Henning Mankell,hope
"In the kind of world we have today, transformation of humanity might well be our only real hope for survival.",Stanislav Grof,hope
Looking after my health today gives me a better hope for tomorrow.,Anne Wilson Schaef,hope
I hope by the time I'm 30 to have a husband and maybe a baby.,Vanessa Hudgens,hope
"They who do not understand that a man may be brought to hope that which of all things is the most grievous to him, have not observed with sufficient closeness the perversity of the human mind.",Anthony Trollope,hope
"In both children and adults, there can be a hard-to-deny link between a robust sense of hope and either work productivity or academic achievement.",Jeffrey Kluger,hope
"It's far too much to say that effective hoping is the only - or even the biggest - part of what it takes to succeed. If 14% of business productivity can be attributed to hope, that means 86% is dependent on raw talent, fickle business cycles, the quality of the product you're selling, and often pure, dumb luck.",Jeffrey Kluger,hope
"It seems to me there is a change in what audiences want to see. I can only hope that's correct, because there's an awful lot of people of my age around now and we outnumber the others.",Maggie Smith,hope
"Today is a celebration of hope for the Iraqi people. The Iraqi people can now take control of their government and their future by creating a society that protects the rights endowed to us by our creator - life, liberty and freedom.",Jim DeMint,hope
"Yes, I've listened to just a few audiobooks - but hope to listen to more. I've wanted to investigate how my own books sound in this format and find the experience of listening, and not reading, quite fascinating.",Joyce Carol Oates,hope
"I have more awareness of other people and, I hope, more sensitivity to their needs. I also find that I'm more direct and outspoken.",Christopher Reeve,hope
"I do sometimes strongly hope that in a past life, my most recent life before this, I was absolutely horrible, evil, hideous. Because otherwise - well, hell, to even things up next time around, I'm going to have to pay for this one, am I not?",Vanessa Paradis,hope
I have always striven to raise the voice of hope for a world where hate gives way to respect and oppression to liberation.,Theodore Bikel,hope
"One of the principal goals in my life has been to avoid embarrassing my children by doing the job I do. I hope I've managed to do that, and I hope that, with the job I'm in now, they are, if not proud, at least unembarrassed by it. I must say, my three are most agreeable children, who do nothing but delight me.",Hugh Laurie,hope
Hope is a necessity for normal life and the major weapon against the suicide impulse.,Karl A. Menninger,hope
I hope the Guggenheim plan will be revived.,David Rockefeller,hope
"My hope and prayer is that the body of Christ in America will awake with holy boldness, a boldness content neither with silence nor mere words but that backs up those words with action and results.",Frank R. Wolf,hope
"I suppose if I'd got a brilliant first and done research I might still be a don today, but I hope not. People become dons because they are incapable of doing anything else in life.",A. N. Wilson,hope
"I hope to one day co-sign a lease with another person but, well, it doesn't plague me that I have yet to do so. Put it this way: I've never had to violently tug at my own pillow at 2 A.M. to get myself to stop snoring.",Sloane Crosley,hope
I love being able to sing for my job. I am blessed beyond words and I hope my fans can feel that while I'm on stage!,Jordin Sparks,hope
"I really feel confident about my dancing now, so I hope there could be a place for me in the West End or on Broadway - maybe a musical, maybe my own show.",Katherine Jenkins,hope
"Overcoming the Cold War required courage from the people of Central and Eastern Europe and what was then the German Democratic Republic, but it also required the steadfastness of Western partner over many decades when many had long lost hope of integration of the two Germanys and Europe.",Angela Merkel,hope
"It was an amazing adventure, it was my dream to be in an American musical... I really hope you are going to love what you are going to see.",Marion Cotillard,hope
I never read the life of any important person without discovering that he knew more and could do more than I could ever hope to know or do in half a dozen lifetimes.,J. B. Priestley,hope
We need to have a pro-growth policy put in place that offers people hope and offers the opportunity for businesses to expand and for them to have confidence in what the world is going to look like for the next two or three or four years with respect to economic policy.,Dick Cheney,hope
I am proud to have been capable of giving people hope again.,Francois Hollande,hope
"I know where I'm going and I have told the French. I am sure if hope is there, we will be able to put France back on its feet... to live better in five years than we do today.",Francois Hollande,hope
"There are hurdles, there are handicaps, hardships you have to face in life, but you hope for a great future.",Anil Kapoor,hope
"It's always been my hope, as an actor, to reveal only what is relevant about myself to the work.",Eric Bana,hope
If you're lucky enough to be involved in a film that's about something very real and that you hope will continue to hold up in 20 years' time it just gives you more energy and makes it feel all the more worthwhile.,Eric Bana,hope
"Politics is not predictions and politics is not observations. Politics is what we do. Politics is what we do, politics is what we create, by what we work for, by what we hope for and what we dare to imagine.",Paul Wellstone,hope
I hope I'm still shooting when I'm 80.,Conrad Hall,hope
"The history of our country is cruel. We have to face those issues or, should I say, we had to. Not anymore I hope, because we are going in the right direction, and we are ready to forgive, ready to move on.",Novak Djokovic,hope
Most American fascists are enthusiastically supporting the war effort. They are doing this even in those cases where they hope to have profitable connections with German chemical firms after the war ends.,Henry A. Wallace,hope
I think almost every writer in the world would hope that books would be always talked about with respect and civility and depth and seriousness.,Dave Eggers,hope
"A man can stand a lot as long as he can stand himself. He can live without hope, without friends, without books, even without music, as long as he can listen to his own thoughts.",Axel Munthe,hope
"I'm constantly thinking about what I'll do next. I never count on music being a career of longevity. I mean, longevity is key, and I hope that it lasts, but you just don't know, because it's not in your hands, you don't make the decision.",Beth Ditto,hope
"Jim Thorpe is someone I've always loved. He was an Olympic athlete, you know, and a football player from back in the day. I'd love to play him. And then there's a guy called Iceman who was a top hit man for the mob. I would love to play him. Actually, it's sort of in the works, so I hope it goes through.",Channing Tatum,hope
"'A Guide To Recognizing Your Saints' was the first real actor-actor part I did, and I hope I to do more. Action movies are fun, but I'd be happy not to do them if there are better roles.",Channing Tatum,hope
"I think the way IBM has embraced the open source philosophy has been quite astonishing, but gratifying. I hope they'll do very well with it.",Larry Wall,hope
"Hope is such a bait, it covers any hook.",Oliver Goldsmith,hope
"As a relatively young woman - I'm 33 - I hope to one day have a family and already have commitments. If and when I'm elected as an MP, I would face a choice: take my family with me to London each week or be apart for four, maybe five, nights a week.",Lucy Powell,hope
I just hope that the democratic will of the Zimbabwean people prevails. If it does we must move quickly to help restore stability and prosperity.,Lucy Powell,hope
Hope is like a harebell trembling from its birth.,Christina Rossetti,hope
"She gave up beauty in her tender youth, gave all her hope and joy and pleasant ways she covered up her eyes lest they should gaze on vanity, and chose the bitter truth.",Christina Rossetti,hope
"I prefer to win titles with the team ahead of individual awards or scoring more goals than anyone else. I'm more worried about being a good person than being the best football player in the world. When all this is over, what are you left with? When I retire, I hope I am remembered for being a decent guy.",Lionel Messi,hope
"I hope to find the roles that are age appropriate but not yearning to be younger, or parenting ad nauseam.",Debra Winger,hope
"When you are kind to someone in trouble, you hope they'll remember and be kind to someone else. And it'll become like a wildfire.",Whoopi Goldberg,hope
"What I hope is in five years' time, I can go to the British people in the election and say: Lots of you doubted that coalition politics worked, but it has worked.",Nick Clegg,hope
I don't know now if I'm funny. I just keep talking and hope that I hit something that's funny.,Craig Ferguson,hope
"I hope what I do has an art to it, and as an artist you have to try new things and keep yourself entertained.",Craig Ferguson,hope
"I don't want to say never, but I hope I don't become that 'take me seriously now' guy.",Trey Parker,hope
"My fear is that, as soon as I get married and have kids that I'll kind of do what a lot of people do and suddenly start making, 'Now I'm gonna make films for kids.' I really hope I don't do that.",Trey Parker,hope
"I hope we never get to the point that we put ourselves in Jesus' place. But when I read the New Testament basically, we get three mandates: to love God, to love each other, and to take care of the least among us. And I think this is at least a step in the right direction.",Bob Riley,hope
"For many in baseball September is a month of stark contrast with April, when everyone had dared to hope. If baseball is a lot like life, as pundits declare, it is because life is more about losing than winning.",John Thorn,hope
Television has spread the habit of instant reaction and stimulated the hope of instant results.,"Arthur M. Schlesinger, Jr.",hope
"One of the things I like best about 'Biggest Loser' is being around people who are trying to make the right choices. When you feel defeated about your weight and your health, like there's no hope, and you still make the choice to fight for it, to make the change happen no matter what people say or think, that's inspiring to me.",Alison Sweeney,hope
"You have to have hope. It's irresponsible to give false hope, which I think a lot of playwrights are guilty of. But I also think it's irresponsible to simply be a nihilist, which quite a lot of playwrights, especially playwrights younger than me, have become guilty of.",Tony Kushner,hope
"If you know that life is basically going to be horrendously difficult, at best, and all but unlivable at worst, or possibly even unlivable, do you go on? And the choice to go on is the only thing that I think can be called hope. Because if hope isn't forced to encounter the worst possibility, then it's a lie.",Tony Kushner,hope
"As I travel across the country speaking about MS, perhaps I can offer others comfort and hope.",Annette Funicello,hope
I think we have lost our groove as a country. One of the reasons was the attack on 9/11. We got knocked off our game. From a country that always exported hope we went into the business of exporting fear.,Thomas Friedman,hope
"People see I am a mother and head of a household. Today in Chile, one-third of households are run by women. They wake up, take the children to school, go to work. To them I am hope.",Michelle Bachelet,hope
Hope is a very unruly emotion.,Gloria Steinem,hope
I hope for peace and sanity - it's the same thing.,Studs Terkel,hope
"I think it's realistic to have hope. One can be a perverse idealist and say the easiest thing: 'I despair. The world's no good.' That's a perverse idealist. It's practical to hope, because the hope is for us to survive as a human species. That's very realistic.",Studs Terkel,hope
"We use the word 'hope' perhaps more often than any other word in the vocabulary: 'I hope it's a nice day.' 'Hopefully, you're doing well.' 'So how are things going along? Pretty good. Going to be good tomorrow? Hope so.'",Studs Terkel,hope
I hope to be around past the 90's. I don't want to just be categorized as one of this era. My goal is to have a career that stands.,Mariah Carey,hope
"We hope President Obama will now respect the will of the people, change course, and commit to making the changes they are demanding. To the extent he is willing to do this, we are ready to work with him.",John Boehner,hope
House and Senate Republicans are now united in adopting earmark bans. We hope President Obama will follow through on his support for an earmark ban by pressing Democratic leaders to join House and Senate Republicans in taking this critical step to restore public trust.,John Boehner,hope
If there is to be any hope of prosperity for this country it is by reversing that policy which made us simply the kitchen garden for supplying the British with cheap food.,Eamon de Valera,hope
