QUOTE,AUTHOR,GENRE
"I really have a great deal of humility in that department, and a great deal of respect for people who spend their lives learning how to make these amazing preparations.",Ted Allen,amazing
"I've performed in Auburn Hills, at The Palace, so I haven't really been in downtown Detroit, but I've been able to be here, and I can really see, what the city was. Like, I can feel why Motown started here and how amazing it was.",Jordin Sparks,amazing
"Since 'Idol' I've gotten used to having an amazing hair and make-up team around me, so I'm starting to get picky. I know what I like now and I'm happy to say 'Could we maybe change that?' if I don't like something. I don't yell or anything, but I think I could definitely start to act a little diva-ish when it comes to my look.",Jordin Sparks,amazing
I'd love to do something with Kelly Clarkson because she's been a monumental influence on me. I love how she handles her celebrity. She's not in the tabloids a lot but everyone knows and respects her because she's got an amazing voice. That's something I aim towards.,Jordin Sparks,amazing
"I'm so excited for my first fragrance! I chose to partner with Dots because I love what they do for their customers, bringing them the hottest trends in fashion, accessories and fragrance at unbelievably low prices. It's amazing!",Jordin Sparks,amazing
I'd love to own a bakery at some point. My grandmother could help me run it - she is an amazing baker! I'd also love to do a cookbook.,Jordin Sparks,amazing
"I'm still a Welsh girl at heart so I'm staying in the U.K. for the Olympics, it's such an exciting time for Britain so it's amazing to be a part of it.",Katherine Jenkins,amazing
"It was an amazing adventure, it was my dream to be in an American musical... I really hope you are going to love what you are going to see.",Marion Cotillard,amazing
"My size has helped make me an amazing performer too. The cliche of the Funny Fat Friend: I absolutely was that character - I am that character... It's a complicated bag of tools I acquired, and I've put them all to work onstage.",Beth Ditto,amazing
"A few years back, when my style was 'punk grandma,' I picked up an amazing pair of sandals - orthopaedic ones, with really thick soles. I've given them away to a friend now, because these days my look is more '1980s substitute teacher gone wild.'",Beth Ditto,amazing
I still think that movies are amazing I respect actors and directors.,Joaquin Phoenix,amazing
"I loved hip-hop. The first stuff I heard was Public Enemy, and I couldn't believe it. It was amazing, and I've always loved hip-hop.",Joaquin Phoenix,amazing
It's an amazing feeling to go into a studio and really be alone.,Joaquin Phoenix,amazing
I've got some incredible fans actually - so loyal and they make me birthday cards and Christmas cards. I got this package of poems and artwork based around the songs. They've got this thing called 'Floetry' where they all have to put in artwork. They've set up their own competitions and stuff which is kind of amazing.,Florence Welch,amazing
I saw 'The Artist.' It's really beautiful and it's all done to the letter with all the silent film techniques. The costumes were amazing and the dog is so good.,Florence Welch,amazing
"My siblings and I were friends with the boys who would become our stepbrothers - we grew up on the same street. I feel very special to have these amazing people in my life and if we hadn't all moved into this big house together I think I would have missed out on that, because we would have drifted apart.",Florence Welch,amazing
"Singing really is acting. In a lot of ways, it's much more personal. I love music, and being able to work on that is amazing.",Leighton Meester,amazing
"If I can inspire people by showing that following a dream by working hard and being determined is possible, it's amazing.",Leona Lewis,amazing
"I love a beautiful gown on stage, and luckily I've been fortunate to wear some amazing dresses.",Leona Lewis,amazing
"I get such lovely gifts from fans... amazing pictures, handmade jewellery. I'm very lucky!",Leona Lewis,amazing
"I believe I could have had a career in the music industry without 'X Factor,' but it was an amazing platform that propelled me to where I am now.",Leona Lewis,amazing
"It's been a fascinating thing because we didn't really know how to write when we started South Park at all. It's been like, we've just sort of grown up a bit and it's amazing to just see how, if you take Butters and Cartman and put them in any scene, it works.",Trey Parker,amazing
"Sally Field looks amazing in general, never mind her age! She's a phenomenally talented actress and has had a career spanning so many decades.",Alison Sweeney,amazing
"I started running outside when I was at 'Biggest Loser.' Then I got runner's knee, and thought I was never going to be able to shake it. When I overcame that and ran the L.A. Marathon, it was such an amazing thing, and now running is such a part of my routine.",Alison Sweeney,amazing
"We watch a lot of Discovery Channel, shows like 'The Biggest Loser' and even 'Amazing Race.' You learn a lot about the world, it's fun and nobody's interested in beating anybody down. And then the opposite: I'm a huge fan of 'Survivor.'",Alison Sweeney,amazing
